agenda_date,RIN,agency_code,agency_name,department_code,department_name,rule_title,abstract,priority,RIN_status,rule_stage,major,CFR,legal_authority,regulatory_flexibility_analysis,statement_of_need,summary_of_the_legal_basis,alternatives,federalism,cost_and_benefits,risks,agency_contact_list,legal_deadline1,legal_deadline2,legal_deadline3,legal_deadline4,legal_deadline5,legal_deadline6,action1,action2,action3,action4,action5,action6,action7,action8,action9,action10,action11,action12,action13,action14,action15,action16,action17,action18,action19,action20,action21,action22,action23,action24,action25
199510,2120-AF19,2120,Federal Aviation Administration,2100,Department of Transportation,Minimum Altitudes for the Use of an Autopilot,This action would amend the regulations governing the use of approved flight control guidance systems with automatic capability (autopilot). The current regulations prohibit the use of an autopilot at altitudes less than 500 feet above ground level during the takeoff and initial climb phases of flight. The FAA proposes to amend the regulations to permit air carriers to take advantage of technological improvements in the capabilities of autopilot systems and thus enhance safety by decreasing pilot workload during the critical takeoff phase of flight.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,,14 CFR 121; 14 CFR 125; 14 CFR 135,49 USC 1354(a); 49 USC 1355; 49 USC 1356; 49 USC 1357; 49 USC 1401; 49 USC 1421 to 1430; 49 USC 1472; 49 USC 1485; 49 USC 1502; 49 USC 106(g),No,,,,,,,"Richard,Temple,A.,Technical Programs Division, Flight Standards Service,2120,Federal Aviation Administration,FAA,202 267-5824,800 Independence Avenue SW,Washington,DC,20591",,,,,,,NPRM; 12/09/1994; 59 FR 63868,NPRM Comment Period End; 01/09/1995,Final Action; 10/00/1995,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF29,2120,Federal Aviation Administration,2100,Department of Transportation,Advanced Simulation Plan Revisions,This proposal would revise certain requirements of the Advanced Simulation Plan for air carriers to allow certain initial training for second-in-command pilots to be conducted in simulators; to redefine some of the experience and training required for an upgrade from second-in-command to pilot-in-command; and to remove the current 1-year employment requirement for instructor and check airmen used in advanced simulation training programs.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,,14 CFR 121,49 USC 1301; 49 USC 1303; 49 USC 1344; 49 USC 1348; 49 USC 1352 to 1355; 49 USC 1401; 49 USC 1421; 49 USC 1422 to 1431; 49 USC 1471; 49 USC 1472; 49 USC 1502; 49 USC 1510; 49 USC 1522; 49 USC 2121 to 2125; 49 USC 106(g),No,,,,,,,"Cindy,Nordlie,Office of Rulemaking,2120,Federal Aviation Administration,FAA,202 267-7627,800 Independence Avenue SW.,Washington,DC,20591",,,,,,,NPRM; 02/14/1995; 60 FR 8490,NPRM Comment Period End; 03/16/1995,Final Action; 04/00/1996,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF30,2120,Federal Aviation Administration,2100,Department of Transportation,Suspension of Certain Aircraft Operations From the Transponder With Automatic Pressure Altitude Reporting Capability Requirement,"This action would extend and modify SFAR 62, issued December 5, 1990, which suspends the Mode C transponder requirement for operations to and from certain specific airports located within 30 miles of a Class B airspace primary airport. The operations and routings approved under SFAR 6 include routes within 2 nautical miles of the specified airports and at altitudes that were not excluded from the Mode C transponder requirement. Airports that are served primarily by aircraft required to install Traffic Alert and Collision Avoidance Systems are not included in this exception. This rulemaking was accomplished in 1990 because the scheduled radar system upgrades, required to provide Mode C transponder coverage, have not been placed into full service in all Class B sites. The present action would extend the current exclusions to those airports that have not received the improved radar coverage, and amend the exclusions provided airports that have received improved radar coverage through operational verification of the new radar systems.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,,14 CFR 91,49 USC 1301(7); 49 USC 1303; 49 USC 1344; 49 USC 1348; 49 USC 1352 to 1356; 49 USC 1401; 49 USC 1421 to 1432; 49 USC 1471; 49 USC 1472; 49 USC 1502; 49 USC 1510; 49 USC 1522; 49 USC 2120 to 2126; 49 USC 106(g),No,,,,,,,"Aaron,Boxer,I.,Air Traffic Branch, TCP-230, Airspace Rules and Aeronautical Info. Div.,2120,Federal Aviation Administration,FAA,202 267-9241,800 Independence Avenue SW,Washington,DC,20591",,,,,,,NPRM; 08/25/1994; 59 FR 43994,NPRM Correction; 09/14/1994; 59 FR 47210,NPRM Comment Period Extended to 11/25/94; 09/28/1994; 59 FR 49360,NPRM Comment Period End; 10/11/1994,Final Action; 05/00/1996,,,,,,,,,,,,,,,,,,,,
199510,2120-AF35,2120,Federal Aviation Administration,2100,Department of Transportation,Notification to ATC of Deviations from ATC Clearance and Instructions in Response to Traffic Alert and Collision Avoidance System Resolution Advisories,"This action would codify authority previously granted to pilots in command during the initial testing of TCAS to deviate from an air traffic control clearance or instruction in non-emergency situations in response to a traffic alert and collision avoidance system (TCAS) resolution advisory (RA). The FAA has consistently encouraged pilots to comply with TCAS RAs. The language contained in current regulations suggests that deviation from an ATC clearance is only authorized in an emergency situation. This rulemaking action proposed to add the TCAS RA as a reason to deviate from a clearance, and would require that whenever a pilot deviates from an ATC clearance or instruction, ATC would be advised as soon as possible.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,,14 CFR 91,49 USC 1303; 49 USC 1344; 49 USC 1348; 49 USC 1352 to 1356; 49 USC 1401; 49 USC 1421; 49 USC 1472; 49 USC 1502; 49 USC 1510; 49 USC 1522; 49 USC 2121 to 2126; 49 USC 106(g),No,,,,,,,"Ellen,Crum,2120,Federal Aviation Administration,FAA,202-267-8783,ellen.crum@dot.gov,800 Independence Avenue, SW,Washington,DC,20591",,,,,,,NPRM; 04/29/1994; 59 FR 22142,NPRM Comment Period End; 05/31/1994,Final Action; 02/00/1996,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF41,2120,Federal Aviation Administration,2100,Department of Transportation,Powerplant Instruments; Fuel Pressure Indication,"This action would amend the certification requirement for fuel pressure indicators on pump-fed engines to permit other regulatory alternatives to warn pilots of imminent fuel pressure loss. A fuel pressure indicator is not the only means currently available in the marketplace to warn the pilot of a fuel pump failure. The proposed change would allow manufacturers to utilize new technology to improve operation, economy, and engine life.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,,14 CFR 23,49 USC 1344; 49 USC 1354(a); 49 USC 1355; 49 USC 1421; 49 USC 1423; 49 USC 1425; 49 USC 1428; 49 USC 1429; 49 USC 1430; 49 USC 106(g),No,,,,,,,"J.,Foster,Lowell,Central Region Headquarters,2120,Federal Aviation Administration,FAA,816 426-5688,601 East 12th Street,Kansas City,MO,64106",,,,,,,NPRM; 12/28/1994; 59 FR 67114,NPRM Comment Period End; 02/27/1995,Final Action; 03/00/1996,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF43,2120,Federal Aviation Administration,2100,Department of Transportation,Procedures for Complaints Involving Federally-Assisted Airports,"This action would establish rules of practice for the filing of complaints and adjudication of compliance matters involving federally assisted airports. This action is intended to expedite substantially the handling and disposition of airport-related complaints, and to provide an efficient process for the agency to resolve disputes between air carriers and airport proprietors regarding whether airport fees and charges comply with Federal requirements. This rulemaking is considered significant because of substantial public interest.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,,14 CFR 13; 14 CFR 16,49 USC 1354(a) to 1354(c); 49 USC 1374(d); 49 USC 1401 to 1406; 49 USC 1421 to 1432; 49 USC 1471 to 1473; 49 USC 1481 to 1483; 49 USC 1484 to 1489; 49 USC 1523; 49 USC 1655(c); 49 USC 1808 to 1810; 49 USC 2157(e) to 2157(f); 49 USC 2216; 49 USC 2218; 49 USC 2219; 49 USC 106(g),No,,,,,,,"Barry,Molar,Manager, Airport Financial Assistance Division,2120,Federal Aviation Administration,FAA,202 267-3831,800 Independence Avenue SW.,Washington,DC,20591",,,,,,,NPRM; 06/09/1994; 59 FR 29880,Proposed Policy Notice; 06/09/1994; 59 FR 29874,NPRM Comment Period End; 08/08/1994,NPRM Comment Period Extended to 09/15/94; 08/10/1994; 59 FR 41192,Proposed Policy Comment Period Extended to 09/15/94; 08/10/1994; 59 FR 41194,NPRM Partial Withdrawal and Comment Period Extended; 09/16/1994; 59 FR 47568,Proposed Policy Notice Comment Period Extended; 09/16/1994; 59 FR 47668,NPRM Comment Period Extended to; 12/01/1994,Proposed Policy Notice Comment Period End; 12/01/1994,Final Action; 10/00/1995,,,,,,,,,,,,,,,
199510,2120-AF49,2120,Federal Aviation Administration,2100,Department of Transportation,Sensitive Security Information,"The FAA proposes to strengthen the rules protecting information from release to unauthorized persons. This rule would specify all sensitive security information that must be protected and would require air carriers, airport operators, indirect air carriers, foreign air carriers, and individuals to be responsible for protecting it from disclosure to unauthorized persons.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,,14 CFR 107 to 109; 14 CFR 121; 14 CFR 191,49 USC 1354; 49 USC 1356 to 1358; 49 USC 1358(a); 49 USC 1358(b); 49 USC 1358(c); 49 USC 1358(d); 49 USC 1421; 49 USC 106(g); 49 USC 322,No,,,,,,,"Eugene,Cunningham,Office of Aviation Security Policy and, Planning,2120,Federal Aviation Administration,FAA,202 267-8701,800 Independence Avenue SW,Washington,DC,20591",,,,,,,NPRM; 12/06/1994; 59 FR 62956,NPRM Comment Period End; 02/06/1995,Final Action; 12/00/1995,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF52,2120,Federal Aviation Administration,2100,Department of Transportation,Child Restraint Systems,"This action proposes to amend the Federal Aviation Regulations by withdrawing approval for the use of booster seats and vest and harness-type child restraint systems on aircraft. Recent research shows that these systems are a hazard to children in the event of an accident. This rule would increase safety for children on board aircraft. The FAA has already taken action, by way of press releases, pamphlets, and advisories to U.S. airlines, to notify the public and the aviation industry that these seats should no longer be used on aircraft. This action is significant because of substantial public interest.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,,14 CFR 91; 14 CFR 121; 14 CFR 125; 14 CFR 135,49 USC 1344; 49 USC 1354(a); 49 USC 1355; 49 USC 1421; 49 USC 1423; 49 USC 1425; 49 USC 1428 to 1430; 49 USC 106(g),No,,,,,,,"Donell,Pollard,Flight Standards Service,2120,Federal Aviation Administration,FAA,202 267-3735,800 Independence Avenue SW,Washington,DC,20591",,,,,,,Notice of Availability of Study; 09/27/1994; 59 FR 49276,NPRM; 06/09/1995; 60 FR 30690,NPRM Comment Period End; 07/10/1995,Final Action; 10/00/1995,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF55,2120,Federal Aviation Administration,2100,Department of Transportation,Direct Final Rulemaking Procedure,"This notice responds to the President's Executive Order on Regulatory Planning and Review, the Vice President's National Performance Review, and the Administration's Civil Aviation Initiative. It proposes to implement a new and more efficient procedure for adopting non-controversial or consensual rules. This ""direct final rulemaking"" procedure involves issuing a rule with a statement that the FAA anticipates no public comment. If the FAA receives no adverse or negative comment, or notice of intent to file such a comment within a specified time period, the the rule will become effective on a designated date. If the FAA does receive such a comment or notice of intent, a notice of withdrawal of the direct final rule will be published in the Federal Register, and a notice of proposed rulemaking will be published with a new comment period. This new procedure is expected to reduce significantly the time needed to publish routine or non-controversial final rules.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,,14 CFR 11,49 USC 1341(a),No,,,,,,,"Donald,Byrne,P.,Assistant Chief Counsel, Regulations Division,2120,Federal Aviation Administration,FAA,202 267-3073,800 Independence Avenue SW,Washington,DC,20591",,,,,,,NPRM; 10/04/1994; 59 FR 50676,Final Action; 03/00/1996,,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF57,2120,Federal Aviation Administration,2100,Department of Transportation,Windmilling and Rotor Blocking Tests; and Vibration Tests,"This action proposes changes to the windmilling and vibration airworthiness standards for the issue of type certificates, and changes to type certificates, for aircraft engines. This proposal resulted from an effort to harmonize FAA requirements with European (JAA) requirements to create one set of common requirements.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,,14 CFR 33,49 USC 1354(a); 49 USC 1355; 49 USC 1421; 49 USC 1423; 49 USC 1425; 49 USC 106(g),No,,,,,,,"Mark,Bouthillier,Engine and Propeller Directorate,2120,Federal Aviation Administration,FAA,781 238-7119,12 New England Executive Park,Burlington,MA,01803-5299",,,,,,,NPRM; 03/06/1995; 60 FR 12360,NPRM Comment Period End; 06/05/1995,Final Action; 03/00/1996,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF62,2120,Federal Aviation Administration,2100,Department of Transportation,Commuter Operations and General Certification and Operations Requirements,"This action would respond to the 10 recommendations from the National Transportation Safety Board dated November 15, l994. The primary objective of this action is to revise the Federal Aviation Regulations (FAR) to require all scheduled passenger operations conducted with airplanes with more than nine passenger seats to be conducted under the requirements of Part 121. Other projects that the FAA already has ongoing include: Part 142, Training Centers; Flight Crewmember Duty Limitations and Rest Requirements; and the 121/135 Training Program. This rulemaking is considered significant because of substantial public interest.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,,14 CFR 121; 14 CFR 135,49 USC 1153; 49 USC 40101 to 40103; 49 USC 40113; 49 USC 44105; 49 USC 44106; 49 USC 44111; 49 USC 44701; 49 USC 44722; 49 USC 44901; 49 USC 44903; 49 USC 44904; 49 USC 44912; 49 USC 44914; 49 USC 49936; 49 USC 44938; ...,No,"The accident record of Part 135 operators is not as good as that of Part 121 operators. There has been a growing public perception that flying under Part 135 is not as safe as flying under Part 121. Although the safety record of Part 135 operators is improving, several accidents in the past several years have increased the public's desire for a single set of requirements for all passenger-carrying operations. These accidents led to NTSB to recommend to the FAA that scheduled passenger-carrying operations conducted in aircraft with 10 or more seats comply with Part 121.","Section 44701, Title 49 of the United States Code states that the Administrator shall promote safety of flight of civil aircraft in air commerce by prescribing minimum standards required in the interest of safety.",The FAA is reviewing the comments submitted by the public. It is in the process of evaluating whether any suggested alternatives should be pursued in lieu of some regulatory proposals.,,"In the notice of proposed rulemaking, the FAA anticipated that the safety benefits would be $393 million (discounted) from 1996-2005. Over the same period, the rule would impose costs of $275 million (discounted). The FAA is considering comments on these estimated costs and benefits to determine a final economic evaluation.","Since the FAA initiated this rulemaking, one additional commuter airplane accident has occurred, resulting in the deaths of five persons. If issued as proposed, this rulemaking would add requirements, for example, for additional pilot training, a dispatch system, and enhanced performance requirements, that the FAA believes would increase the level of safety for the traveling public. On the other hand, these requirements will be very expensive for some operators. Alaska operators and air tour operators have indicated that, if the rule is imposed, they will convert to smaller, less safe 9-seat airplanes. This in turn would mean an increase in noise and air traffic. Other operators have pointed out that the costs would be passed on to passengers, making the price of tickets so expensive that the public would choose to travel by automobile, a less safe means of travel.","Alberta,Brown,Air Transportation Division,2120,Federal Aviation Administration,FAA,202 267-8321,800 Independence Avenue, SW,Washington,DC,20591",,,,,,,NPRM; 03/29/1995; 60 FR 16230,NPRM Comment Period End; 06/27/1995,Final Action; 12/00/1995,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF65,2120,Federal Aviation Administration,2100,Department of Transportation,Rotorcraft Regulatory Changes Based on European Joint Airworthiness Requirements Proposals,This action proposes changes to the type certification requirements for both normal and transport category aircraft. These changes are based on standards that are being incorporated by the European Joint Aviation Authorities for the Joint Aviation Requirements (JAR) 27 and 29. These proposed changes are intended to harmonize the Federal Aviation Regulations rotorcraft type certification requirements and the European JAR.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,,14 CFR 27; 14 CFR 29,49 USC 1344; 49 USC 1354(a); 49 USC 1355; 49 USC 1421; 49 USC 1423; 49 USC 1425; 49 USC 1428; 49 USC 1429; 49 USC 1430; 49 USC 106(g),No,,,,,,,"Carroll,Wright,Aircraft Certification Service,2120,Federal Aviation Administration,FAA,817 222-5120,2601 Meacham Drive,Fort Worth,TX,76137",,,,,,,NPRM; 12/28/1994; 59 FR 67068,NPRM Comment Period End; 03/28/1995,Final Action; 04/00/1996,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AF90,2120,Federal Aviation Administration,2100,Department of Transportation,Policy Regarding Airport Rates and Charges,"This statement of policy was required by Congress as part of the DOT authorization Act of 1994. The statement announces DOT and FAA policy on the fees charged by Federally-assisted airports to air carriers and other aeronautical users. While the policy statement was issued in February 1995, the department requested further comments and will be issuing a supplemental statement to address the comments received. This policy statement is considered significant due to substantial industry interest.",Other Significant,First Time Published in The Unified Agenda,Final Rule Stage,,Not yet determined,49 USC 47129,No,,,,,,,"Barry,Molar,Manager, Airport Financial Assistance Division,2120,Federal Aviation Administration,FAA,202 267-3831,800 Independence Avenue SW.,Washington,DC,20591",,,,,,,Policy Statement Comments Due 5/4/95; 02/03/1995; 60 FR 6906,SNPRM Comment Period End 10/23/95; 09/08/1995; 60 FR 47012,Supplemental Statement; 10/00/1995,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AA49,2120,Federal Aviation Administration,2100,Department of Transportation,Fuel System Vent Fire Protection,"This action would amend the airworthiness standards for transport category airplanes to require fuel vent system protection during post-crash ground fires. This proposed rule would apply to air carriers, air taxi operators, and commercial operators of transport category airplanes, as well as the manufacturers of such airplanes. This action is considered significant because of substantial public interest and the safety implications.",Other Significant,Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 25; 14 CFR 121; 14 CFR 135,49 USC 1354(a); 49 USC 1355; 49 USC 1356; 49 USC 1357; 49 USC 1401; 49 USC 1421 to 1430; 49 USC 1472; 49 USC 1485; 49 USC 1502; 49 USC 106(g),Undetermined,,,,,,,"Mike,McRae,Airframe and Propulsion Branch, Aircraft Certification Service,2120,Federal Aviation Administration,FAA,425 227-2133,Northwest Mountain Region, 1601 Lind Avenue SW,Renton,WA,98055-4056",,,,,,,ANPRM; 09/26/1984; 49 FR 38078,ANPRM Comment Period End; 01/25/1985,NPRM; 02/02/1995; 60 FR 6632,NPRM Comment Period End; 06/02/1995,Final Action; 12/00/1996,,,,,,,,,,,,,,,,,,,,
199510,2120-AA50,2120,Federal Aviation Administration,2100,Department of Transportation,Miscellaneous Amendments,"This action would amend various sections of the regulations. Some of the amendments are clarifying or editorial in nature or correct improper or obsolete references. Others relax certain existing requirements. Others allow issuance of special flight permits for an additional purpose, relax a requirement for passenger information signs, and eliminate the bulk erasure device on cockpit voice recorders. This action is in response to numerous complaints, suggestions, and petitions for exemption concerning several regulatory requirements received from users of the National Airspace System. These users state that these sections contain obsolete references and vague, complex, and inadequate language and that, in some instances, the cost of compliance is not justified by the benefits derived.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 21; 14 CFR 65; 14 CFR 107; 14 CFR 121; 14 CFR 135; 14 CFR 145,"49 USC 1352 Federal Aviation Act of 1958, Sec. 311; 49 USC 1354 Federal Aviation Act of 1958, Sec. 313; 49 USC 1354(a) Federal Aviation Act of 1958, Sec. 313(a); 49 USC 1355(a) Federal Aviation Act of 1958, Sec. 314(a); 49 USC 1421 to 1430 Fed Aviation Act of 1958, Secs. 601 to 610; 49 USC 1502 Federal Aviation Act of 1958, Sec. 1102",No,,,,,,,"Jean,Casciano,Office of Rulemaking,2120,Federal Aviation Administration,FAA,202 267-9683,800 Independence Avenue SW,Washington,DC,20591",,,,,,,NPRM; 10/03/1983; 48 FR 45214,NPRM Comment Period End; 12/02/1983,,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AB76,2120,Federal Aviation Administration,2100,Department of Transportation,Aircraft Engines: Fuel and Induction Systems,This action would add a new section 33.35(f) to the Federal Aviation Regulations which would incorporate a requirement for the fuel mixture and throttle controls to automatically move to a position allowing continued safe flight if either control becomes disconnected.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 33,49 USC 1344; 49 USC 1354(a); 49 USC 1355; 49 USC 1421; 49 USC 1423; 49 USC 1424; 49 USC 1425; 49 USC 106(g),No,,,,,,,"Locke,Easton,Engine and Propeller Standards Staff, Aircraft Certification Service,2120,Federal Aviation Administration,FAA,617 273-7088,New England Region, 12 New England Executive Park,Burlington,MA,01803",,,,,,,ANPRM; 02/28/1986; 51 FR 7224,ANPRM Comment Period End; 04/29/1986,NPRM; 10/20/1992; 57 FR 47934,NPRM Comment Period End; 02/17/1993,,,,,,,,,,,,,,,,,,,,,
199510,2120-AC87,2120,Federal Aviation Administration,2100,Department of Transportation,Installation of Crashworthy Fuselage Fuel Tanks and Fuel Lines,"This preliminary action was initiated to determine the feasibility of installing, in all air carrier aircraft, crashworthy fuselage fuel tanks and fuselage fuel lines which are rupture resistant and which disconnect and seal in the event of an accident. This notice solicited public participation in identifying and selecting a regulatory course of action by inviting interested persons to submit specific comments and arguments concerning this proposed regulatory action. Originally this rulemaking was considered significant. However, because there is no substantial public interest, this rulemaking is no longer significant.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 25,49 USC 1344; 49 USC 1354(a); 49 USC 1355; 49 USC 1421; 49 USC 1423; 49 USC 1424; 49 USC 1425; 49 USC 1428; 49 USC 1429; 49 USC 1430; 49 USC 106(g); PL 97-449; PL 100-591,Undetermined,,,,,,,"Mike,McRae,Airframe and Propulsion Branch, Aircraft Certification Service,2120,Federal Aviation Administration,FAA,425 227-2133,Northwest Mountain Region, 1601 Lind Avenue SW,Renton,WA,98055-4056","Statutory; NPRM; 02/03/1989;  PL 100-223 Sec 303 Public Law 100-591, Aviation Safety Research Act of 1988.",,,,,,ANPRM; 05/02/1989; 54 FR 18824,ANPRM Comment Period End; 10/30/1989,,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AD26,2120,Federal Aviation Administration,2100,Department of Transportation,Sole Radio Navigation System; Minimum Standards for Certification,"This action would establish minimum standards under which a radio navigation system may be certified as the sole radio navigation system required in an aircraft conducting Instrument Flight Rules en route and terminal area operations, including nonprecision approach, in controlled airspace in the United States. It was developed in response to the Airport and Airway Safety and Capacity Expansion Act of 1987. This rulemaking is considered significant because of a congressional mandate.",Other Significant,Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 91,49 USC 1301(7); 49 USC 1303; 49 USC 1344; 49 USC 1348; 49 USC 1352; 49 USC 1353; 49 USC 1354; 49 USC 1355; 49 USC 1401; 49 USC 1421; 49 USC 1422; 49 USC 1423; 49 USC 1424; 49 USC 1425; 49 USC 1426; ...,Undetermined,,,,,,,"James,Crowling,Flight Standards Service,2120,Federal Aviation Administration,FAA,202 267-5215,800 Independence Avenue SW,Washington,DC,20591",Statutory; Final; 09/30/1989;  Airway Safety and Capacity Expansion Act of 1987 (PL 100-223),,,,,,ANPRM; 01/22/1990; 55 FR 2206,ANPRM Comment Period End; 05/22/1990,,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AD90,2120,Federal Aviation Administration,2100,Department of Transportation,Child Restraint Systems,"This action would amend several sections of the Federal Aviation Regulations related to the seating and restraint of children in child restraint systems. It would propose to facilitate the use of more child restraint systems in aircraft, which would increase the safety of children aboard aircraft. This rulemaking is considered significant because of substantial public interest.",Other Significant,Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 121; 14 CFR 125; 14 CFR 135,49 USC 1354(a); 49 USC 1355; 49 USC 1356; 49 USC 1357; 49 USC 1401; 49 USC 1421 to 1430; 49 USC 1472; 49 USC 1485; 49 USC 1502; 49 USC 106(g),No,,,,,,,"Donell,Pollard,Flight Standards Service,2120,Federal Aviation Administration,FAA,202 267-3735,800 Independence Avenue SW,Washington,DC,20591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AE57,2120,Federal Aviation Administration,2100,Department of Transportation,"Persons Authorized To Perform Maintenance, Preventive Maintenance, Rebuilding, and Alterations","This action would amend the maintenance rules to allow, under certain conditions, properly trained pilots of rotorcraft and small (nine passengers or less) airplanes that are used in on-demand types of air carrier or commercial operations to perform certain preventive maintenance tasks on their aircraft. It also would add to the definition of preventive maintenance the removal and installation of approved seats, litters, and doors, and the removal and replacement of medical oxygen bottles under certain conditions.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 43,49 USC 1354; 49 USC 1421 to 1430; 49 USC 106(g); PL 97-449,No,,,,,,,"Ed,Ortiz,Aircraft Maintenance Division,2120,Federal Aviation Administration,FAA,202 267-8203,800 Independence Avenue SW,Washington,DC,20591",,,,,,,NPRM; 07/18/1995; 60 FR 36926,NPRM Comment Period End; 09/18/1995,Final Action; 10/00/1996,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AE79,2120,Federal Aviation Administration,2100,Department of Transportation,Anti-Drug and Alcohol Misuse Prevention Programs for Employees of Foreign Air Carriers Engaged in Specified Aviation Activities,The Omnibus Transportation Employee Testing Act of 1991 directs the FAA Administrator to prescribe regulations that require foreign air carriers to establish drug and alcohol testing programs for employees performing safety-sensitive aviation functions. These regulations must be consistent with the international obligations of the United States and take into consideration any applicable laws and regulations of foreign countries. Comments were invited on a variety of issues related to the application of drug and alcohol testing requirements to employees of foreign air carriers operating within the territory of the United States. This action was taken in lieu of a notice of proposed rulemaking to seek the public's view on a variety of issues and to obtain responses to questions that may arise in addressing drug and alcohol testing by foreign air carriers. This action is considered significant because of substantial public and congressional interest.,Other Significant,Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 121; 14 CFR 129,49 USC 1346; 49 USC 1354(a); 49 USC 1355 to 1357; 49 USC 1401; 49 USC 1421 to 1430; 49 USC 1485; 49 USC 1502; 49 USC 1511; 49 USC 1522; 49 USC 106(g),Undetermined,,,,,,,"Julie,Murdoch,B.,Drug Abatement Division, Office of Aviation Medicine,2120,Federal Aviation Administration,FAA,202 267-6584,800 Independence Avenue SW,Washington,DC,20591",Statutory; Final; 10/28/1992;  Omnibus Transportation Employee Act of 1991,,,,,,ANPRM; 12/15/1992; 57 FR 59473,ANPRM Comment Period End; 02/16/1993,ANPRM Comment Period Extended to 04/01/93; 02/18/1993; 58 FR 8917,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AE83,2120,Federal Aviation Administration,2100,Department of Transportation,Stage 2 Airplane Operations in Hawaii,"This action would revise the airplane operating rules to provide reporting requirements for operators of Stage 2 airplanes in Hawaii. These revisions would require any U.S. operator or foreign air carrier that operated Stage 2 airplanes in Hawaii on November 5, 1990, to include certain information in its annual progress reports to the FAA.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 91,49 USC 1301(7); 49 USC 1303; 49 USC 1344; 49 USC 1348; 49 USC 1352 to 1356; 49 USC 1401; 49 USC 1421 to 1432; 49 USC 1471; 49 USC 1472; 49 USC 1502; 49 USC 1510; 49 USC 1522; 49 USC 2121 to 2126; 49 USC 2157; 49 USC 2158,No,,,,,,,"Alan,Trickey,V.,Policy and Regulations Division, Office of Environment and Energy,2120,Federal Aviation Administration,FAA,202 267-3496,800 Independence Avenue SW,Washington,DC,20591",,,,,,,NPRM; 05/11/1995; 60 FR 25554,NPRM Comment Period End; 08/09/1995,Final Action; 10/00/1996,,,,,,,,,,,,,,,,,,,,,,
199510,2120-AE95,2120,Federal Aviation Administration,2100,Department of Transportation,Niagara Falls,"The FAA is evaluating comments from a public meeting to determine whether to propose rulemaking to implement special flight rules in the vicinity of Niagara Falls, New York.",Info./Admin./Other,Previously Published in The Unified Agenda,Long-Term Actions,,14 CFR 93,49 USC 1302; 49 USC 1303; 49 USC 1348; 49 USC 1354(a); 49 USC 1421(a); 49 USC 1424; 49 USC 2451 et seq; 49 USC 106(g),No,,,,,,,"Melodie,DeMarr,M.,Air Traffic Rules Branch,2120,Federal Aviation Administration,FAA,202 267-9247,800 Independence Avenue SW,Washington,DC,20591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
