agenda_date,RIN,agency_code,agency_name,department_code,department_name,rule_title,abstract,priority,RIN_status,rule_stage,major,CFR,legal_authority,regulatory_flexibility_analysis,statement_of_need,summary_of_the_legal_basis,alternatives,federalism,cost_and_benefits,risks,agency_contact_list,legal_deadline1,legal_deadline2,legal_deadline3,legal_deadline4,legal_deadline5,legal_deadline6,legal_deadline7,action1,action2,action3,action4,action5,action6,action7,action8,action9,action10,action11,action12,action13,action14,action15,action16,action17,action18,action19,action20,action21,action22,action23,action24,action25,action26,action27,action28,action29,action30,action31,action32,action33,action34,action35,action36,action37,action38,action39,action40,action41,action42,action43,action44,action45,action46,action47,action48,action49,action50,action51,action52,action53,action54,action55,action56,action57,action58
199704,3235-AF54,3235,Securities and Exchange Commission,,,Regulation M,"The Commission adopted Regulation M under the Securities Act of 1933, the Exchange Act of 1934 (""Exchange Act"") and the Investment Company Act of 1940 on December 18, 1996. See Securities Exchange Act Release No. 38067 (December 20, 1996), 62 FR 520. Regulation M became affective on March 4, 1997, and replaces Rules 10b-6, 10b-6A, 10b-7, 10b-8, and 10b-21 under the Exchange Act. Rules 101 and 102 under Regulation M, which replace Rule 10b-6, continue to prohibit persons engaged in a distribution of securities from bidding for, purchasing, or inducing others to purchase such securities and any related securities until they have completed their participation in the distribution. Rule 103 under Regulation M, which replaces Rule 10b-6A, continues to permit ""passive market making"" of securities quoted on Nasdaq by a market maker participating in a distribution. Rule 104 under Regulation M, which replaces Rule 10b-7, continues to govern stabilizing activities to facilitate distributions of securities. Rule 105 under Regulation M, which replaces Rule 10b-21, continues to prohibit persons from covering short sales with offered securities obtained from an underwriter, broker, or dealer who is participating in the distribution of such securities. Rule 10b-8, which governed certain activities during distributions of securities through rights, was eliminated. Conforming amendments were adopted to Exchange Act Rule 17a-2 with respect to recordkeeping of stabilizing and other syndicate activities.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,Yes,17 CFR 242.100; 17 CFR 242.101; 17 CFR 242.102; 17 CFR 242.103; 17 CFR 242.104; 17 CFR 242.105,15 USC 77g; 15 USC 77q(a); 15 USC 77s(a); 15 USC 78b; 15 USC 78c; 15 USC 78i(a); 15 USC 78j; 15 USC 78k-1(c); 15 USC 78l; 15 USC 78m; 15 USC 78n; 15 USC 78o(c); 15 USC 78o(g); 15 USC 78q(a); 15 USC 78q(h); ...,Yes,,,,,,,"Nancy,Sanow,J.,Division of Trading and Markets,3235,Securities and Exchange Commission,SEC,202 551-5621,202 772-9275,sanown@sec.gov,100 F Street NE,Washington,DC,20549",,,,,,,,ANPRM; 04/26/1994; 59 FR 21681,ANPRM Comment Period End; 08/12/1994,NPRM; 04/18/1996; 61 FR 17108,NPRM Comment Period End; 06/17/1996,Final Action; 01/03/1997; 62 FR 520,Final Action Effective; 03/04/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199704,3235-AG12,3235,Securities and Exchange Commission,,,Disclosure of Mark-ups: New Rule 15c2-13,"The Commission is withdrawing this item from the Unified Agenda because the Commission does not expect to consider the item within the next 12 months, but the Commission may consider the item further at some subsequent point.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,Undetermined,17 CFR 240.15c2-13,15 USC 77c; 15 USC 77d; 15 USC 77g; 15 USC 77j; 15 USC 77s; 15 USC 77eee; 15 USC 77ggg; 15 USC 77nnn; 15 USC 77sss; 15 USC 77ttt; 15 USC 78c; 15 USC 78d; 15 USC 78i; 15 USC 78j; 15 USC 78l,Yes,,,,,,,"David,Shillman,Office of Chief Counsel, Division of Market Regulation,3235,Securities and Exchange Commission,SEC,202 942-0073",,,,,,,,NPRM; 03/17/1994; 59 FR 12767,Comment Period Extended; 06/28/1994; 59 FR 33236,NPRM Comment Period End; 07/15/1994,Deleted at Agency Request; 04/01/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199704,3235-AG14,3235,Securities and Exchange Commission,,,Theoretical Pricing To Determine Haircuts on Options,"The Commission has adopted amendments to Exchange Act Rule 15c3-1 that allow broker-dealers to use a theoretical pricing model when calculating capital charges for listed options and related positions. Haircuts for options and related positions, when computed using this model, will more accurately reflect the risk inherent in broker-dealers' option positions. The amendments are intended to provide capital charges that better protect broker-dealers against market risk.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,No,17 CFR 240.15c3-1,15 USC 78o(c)(3); 15 USC 78q; 15 USC 78w,No,,,,,,,"Peter,Geraghty,Division of Market Regulation,3235,Securities and Exchange Commission,SEC,202 942-0177,geraghtyp@sec.gov",,,,,,,,NPRM; 03/21/1994; 59 FR 13275,NPRM Comment Period End; 06/16/1994,Final Action; 01/29/1997; 62 FR 6474,Final Action Effective; 09/01/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199704,3235-AG78,3235,Securities and Exchange Commission,,,Odd-Lot Tender Offers by Issuers,"The Commission adopted an amendment to Rule 13e-4 under the Securities Exchange Act of 1934 (""Exchange Act"") on December 18, 1996. See Securities Exchange Act Release No. 38068 (December 20, 1996), 61 FR 68587. The amendment amended paragraph (h)(5) of Rule 13e-4 to remove the requirement that issuer tender offers made to securityholders who own less than 100 shares (""odd-lots"") specify a record date to determine a shareholder's eligibility to tender into the offer. The amendment enables issuers to conduct periodic, continuous, and extended odd-lot tender offers for their equity securities. The Commission also granted a class exemption from Rule 10b-13 under the Exchange Act to permit issuers to ""round up"" odd-lots on behalf of odd-lot holders and to make purchases of their securities otherwise than pursuant to the odd-lot offer. The Commission also granted a temporary class exemption from Rule 10b-6 under the Exchange Act for purchases of odd-lots outside of the odd-lot offer, pending effectiveness of Regulation M. Rules 101 and 102 of Regulation M codify the temporary exemption from Rule 10b-6.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,No,17 CFR 240.13e-4(h)(5),15 USC 77c; 15 USC 77d; 15 USC 77g; 15 USC 77j; 15 USC 77s; 15 USC 77eee; 15 USC 77ggg; 15 USC 77nnn; 15 USC 77sss; 15 USC 77ttt; 15 USC 78c; 15 USC 78d; 15 USC 78f; 15 USC 78i; 15 USC 78j,No,,,,,,,"Lauren,Mullen,C.,Office of Risk Management and Control, Division of Market Regulation,3235,Securities and Exchange Commission,SEC,202 942-0196",,,,,,,,NPRM; 04/25/1996; 61 FR 18306,NPRM Comment Period End; 05/28/1996,Final Action; 12/30/1996; 61 FR 68587,Final Action Effective; 12/30/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199704,3235-AH10,3235,Securities and Exchange Commission,,,Securities Transactions Exempt From Transaction Fees,"Amendments to Rule 31-1 under the Securities Exchange Act of 1934 and Amendment to Rule 24e-2 under the Investment Company Act of 1940. The purpose of these amendments is to conform Rules 31-1 and 24e-2 to recently enacted legislation. Rule 31-1 is being amended to conform the Rule to legislation which extends transaction fees to OTC Securities (other than bonds, debentures, and other evidences of indebtedness) subject to prompt last-sale reporting.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Completed Actions,No,17 CFR 240.31-1 (Revision); 17 CFR 270.24e-z (Revision),15 USC 78a et seq; PL 104-208; 15 USC 80a-1 et seq,No,,,,,,,"James,McHale,T.,Office of Market Supervision, Division of Market Regulation,3235,Securities and Exchange Commission,SEC,202 942-0190,mchalej@sec.gov",,,,,,,,Final Action; 12/30/1996; 61 FR 68590,Final Action Effective; 01/01/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199704,3235-AG42,3235,Securities and Exchange Commission,,,Disclosure of Accounting Policies for Derivative Instruments and Disclosure of Qualitative and Quantitative Information About Market Risk in Certain Instruments,"The Commission adopted a rule requiring registrants to provide enhanced disclosures of accounting policies for derivative financial instruments and derivative commodity instruments, and disclosure of qualitative and quantitative information about market risk inherent in derivative financial instruments, other financial instruments, and derivative commodity instruments.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,Yes,17 CFR 229; 17 CFR 210; 17 CFR 228; 17 CFR 239; 17 CFR 240; 17 CFR 249,15 USC 77a et seq; 15 USC 78a et seq,No,,,,,,,"Russell,Mallett,Office of the Chief Accountant,3235,Securities and Exchange Commission,SEC,202 942-4400",,,,,,,,NPRM; 01/08/1996; 61 FR 578,NPRM Comment Period End; 05/20/1996,Final Action; 01/31/1997; 62 FR 6044,Final Action Effective; 04/11/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199704,3235-AG70,3235,Securities and Exchange Commission,,,Rule To Implement Section 10A of the Securities Exchange Act of 1934,"Public Law No. 104-67, enacted on December 22, 1995, amended the Exchange Act to include Section 10A. The Commission adopted a rule that would implement the reporting requirements in that section.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,No,17 CFR 210; 17 CFR 211; 17 CFR 240,15 USC 77f; 15 USC 77g; 15 USC 77h; 15 USC 77j; 15 USC 77s(a); 15 USC 77aa(25) to 77aa(26); 15 USC 78jA; 15 USC 78l; 15 USC 78n; 15 USC 78o(d); 15 USC 78w(a); 15 USC 79c(b); 15 USC 79n; 15 USC 79t(a); 15 USC 80a-8,No,,,,,,,"Robert,Burns,E.,Office of the Chief Accountant,3235,Securities and Exchange Commission,SEC,202 942-4400,burnsr@sec.gov,Office of the Chief Accountant, 450 5th Street NW,Washington,DC,20549",,,,,,,,NPRM; 08/22/1996; 61 FR 45730,NPRM Comment Period End; 10/28/1996,Final Action; 03/12/1997; 62 FR 12743,Final Action Effective; 04/17/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AA97,0970,Administration for Children and Families,0900,Department of Health and Human Services,Title IV-E Foster Care Eligibility Reviews and Child and Family Services State Plan Reviews,This NPRM will propose requirements that implement the statutory provisions of the Social Security Act Amendments of 1994 on review of State programs under parts B and E of the Social Security Act for conformity with State Plan requirements. It will also propose requirements that govern on-site eligibility reviews that the Administration for Children and Families conducts to assure State agencies' compliance with the statutory requirements under title IV-E of the Social Security Act for the eligibility of foster care providers and the eligibility of children in foster care.,Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 1355; 45 CFR 1356; 45 CFR 1357,42 USC 627; 42 USC 671; 42 USC 1302; 42 USC 1320a to 1a,No,,,,,,,"Daniel,Lewis,H.,Deputy Associate Commissioner, Children's Bureau, Adm. on Children, Youth & Fami,0970,Administration for Children and Families,ACF,202 205-8594,P.O. Box 1182,Washington,DC,20013",Statutory; Final; 07/01/1995;   ,,,,,,,NPRM; 04/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB52,0970,Administration for Children and Families,0900,Department of Health and Human Services,Designation of Alternative Agency To Serve Indian Tribal Children,This NPRM will specify a process by which an Indian tribe may identify and establish an alternative agency to provide Head Start Services if the agency previously serving the tribe is terminated.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 1302,42 USC 9801 et seq,Yes,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",,,,,,,,NPRM; 02/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB54,0970,Administration for Children and Families,0900,Department of Health and Human Services,Construction of Head Start Facilities,This NPRM will establish procedures to be used by Head Start agencies in requesting to use Head Start grant funds to construct or renovate a Head Start facility.,Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 1309,42 USC 9801 et seq,Yes,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",,,,,,,,NPRM; 02/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB65,0970,Administration for Children and Families,0900,Department of Health and Human Services,Methodology for Determining Child Poverty Rates,"This NPRM will propose a methodology to be used by States to determine their child poverty rates: section 413(i) of the Social Security Act, as amended, requires that the Secretary establish this methodology by regulation and mentions three specific factors which shall be included in the methodology. States must begin reporting their rates by May 31, 1998.",Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,No,Not yet determined,42 USC 613(i)(5),No,,,,,,,"Don,Oellerich,Director, Division of Data and Technical Analysis,0970,Administration for Children and Families,ACF,202 690-6805,Room 404E, Office of the Assistant Secretary for Planning, 200 Independence Avenue SW.,Washington,DC,20201",,,,,,,,NPRM; 01/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB66,0970,Administration for Children and Families,0900,Department of Health and Human Services,Bonus to Reward High Performance States Under the Temporary Assistance for Needy Families Block Grant,"The Administration for Children and Families with the National Governors Association and the American Public Welfare Association, will propose a formula for measuring State performance under the Temporary Assistance for Needy Families Block Grant as the basis for payment of a bonus to high performing states",Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,No,Not yet determined,42 USC 403 (a)(4),No,,,,,,,"Howard,Rolston,Director, Office of Planning, Research and Evaluation,0970,Administration for Children and Families,ACF,202 401-9220,hrolston@acf.dhhs.gov,7th Floor West, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 04/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB67,0970,Administration for Children and Families,0900,Department of Health and Human Services,Quarterly Wage and Unemployment Compensation Claims Reporting to the National Directory of New Hires,This regulation specifies the information on wages and unemployment compensation paid to individuals that certain State entities will be required to provide to the National Directory of New Hires on a quarterly basis.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 303,42 USC 653A(g)(2)(B),No,,,,,,,"Elsbeth,Wyatt,Program Specialist,0970,Administration for Children and Families,ACF,202 690-5841,ADD HHH-300F, 370 L'Enfant Promenade SW.,Washington,DC,20447",Statutory; NPRM; 11/00/1997;   ,,,,,,,NPRM; 10/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB68,0970,Administration for Children and Families,0900,Department of Health and Human Services,State Case Registry and Expansion of the Federal Parent Locator Service (FPLS),This regulation specifies what constitutes the minimum amount of information on child support cases recorded in the State Case Registry that is necessary to operate the Federal Case Registry. It also specifies the necessary information to identify the individuals who owe or are owed support and the State or States which have the case.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,Not yet determined,"PL 104-193, sec 311 and 316",No,,,,,,,"Elsbeth,Wyatt,Program Specialist,0970,Administration for Children and Families,ACF,202 690-5841,ADD HHH-300F, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 01/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB69,0970,Administration for Children and Families,0900,Department of Health and Human Services,State Law Concerning Paternity Establishment,"This regulation covers voluntary paternity establishment services offered by hospitals and birth record agencies and specifies the types of other entities that may offer voluntary paternity establishment services. The provision of such services must include a requirement that such an entity use the same notice provision, materials, training, and evaluation as the ones used by the voluntary paternity establishment programs of hospitals and birth record agencies.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 302.70; 45 CFR 303.5; 45 CFR 304.20,42 USC 666(a)(5),No,,,,,,,"Jan,Rothstein,Program Specialist,0970,Administration for Children and Families,ACF,202 401-5073,jrothstein@acf.dhhs.gov,DHHS, Office of Child Support Enforcement, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 12/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB70,0970,Administration for Children and Families,0900,Department of Health and Human Services,Automated Data Processing Requirements,"This regulation, which should be finalized not later than two years after date of enactment of the Personal Responsibility and Work Opportunity Reconciliation Act of 1996 (P.L. 104-193), sets a deadline of October 1, 2000, for implementation of new Automated Data Processing requirements for the Child Support Enforcement Program. The deadline, however, shall be extended by one day for each day that the Secretary misses the two-year deadline.",Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 302.85; 45 CFR 304.20; 45 CFR 307,42 USC 654(24),No,,,,,,,"Michael,Fitzgerald,P.,Senior Computer Specialist,0970,Administration for Children and Families,ACF,202 401-6403,DHHS, Room 326-F, 200 Independence Avenue SW.,Washington,DC,20201",Statutory; Final; 08/22/1998;   ,,,,,,,NPRM; 01/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB71,0970,Administration for Children and Families,0900,Department of Health and Human Services,Automated Data Processing Funding Limitation,This regulation will set the allocation formula for the total amount payable to a State for fiscal years 1996 through 2001 based on the $400 million in federal funds for automated child support enforcement systems enhancements under the Personal Responsibility and Work Opportunity Reconciliation Act of 1996 (P.L. 104-193).,Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 307.30,"PL 104-193, sec 344",No,,,,,,,"Helen,Smith,Morgan,Electronic Benefits Transfer Specialist,0970,Administration for Children and Families,ACF,202 690-6639,OPS OSS/OD, Room 326-F, 200 Independence Avenue SW.,Washington,DC,20201",,,,,,,,NPRM; 11/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB72,0970,Administration for Children and Families,0900,Department of Health and Human Services,Grants to States for Access and Visitation Programs,"This regulation specifies the monitoring, evaluating, and reporting of State grants designed to support and facilitate absent parents' access to and visitation of their children.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 300,"PL 104-193, sec 391",No,,,,,,,"David,Arnaudo,Chief, Advocacy Relations,0970,Administration for Children and Families,ACF,202 401-5364,darnaudo@acf.dhhs.gov,MS OCSE, DPP, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 02/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB73,0970,Administration for Children and Families,0900,Department of Health and Human Services,Child Support Enforcement for Indian Tribes,This NPRM will specify how tribes can obtain direct payments from the Department of Health and Human Services for provision of child support enforcement services if they submit a plan meeting the requirements of title IV-D.,Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,No,Not yet determined,42 USC 655(b),No,,,,,,,"Elizabeth,Matheson,C.,Director, Policy and Planning Division,0970,Administration for Children and Families,ACF,202 401-9386,bmatheson@acf.hhs.gov,Office of Child Support Enforcement, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 04/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB77,0970,Administration for Children and Families,0900,Department of Health and Human Services,Temporary Assistance for Needy Families (TANF),"This regulation governs key provisions of the new welfare block grant program enacted in August 1996 as part of the Personal Responsibility and Work Opportunity Reconciliation Act of 1996 (PRWORA). This new program, called the Temporary Assistance for Needy Families -- or TANF -- program, replaced the national welfare program known as Aid to Families with Dependent Children (AFDC) and the related programs known as the Job Opportunities and Basic Skills Training Program (JOBS) and the Emergency Assistance (EA) program. The regulation addresses the five-year time limit, work, accountability, and data collection and reporting provisions of the new TANF program.",Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 270 to 275,42 USC 601; 42 USC 601 note; 42 USC 603 to 604; 42 USC 606 to 611; 42 USC 613; 42 USC 617; 42 USC 619; 42 USC 862a; 42 USC 1302; 42 USC 1308,No,This regulation is necessary to provide States with a basic set of rules which will assist them in implementing the TANF program.,,There are no viable alternatives.,,No additional costs to the public.,None.,"Mack,Storrs,A.,Director, Division of Self-Sufficiency Programs,0970,Administration for Children and Families,ACF,202 401-9289,mstorrs@acf.dhhs.gov,Office of Family Assistance, 370 L'Enfant Promenade SW,Washington,DC,20447",,,,,,,,NPRM; 11/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB78,0970,Administration for Children and Families,0900,Department of Health and Human Services,Requirements for the Tribal Programs,"This NPRM proposes a process for Tribes that operate a Tribal TANF program a process for reviewing Tribal plans, establishing criteria to determine Tribal plans, establishing criteria to determine minimum work participation requirements and time limits, and a process for determining Tribal family assistance grant funding when there is a disagreement with State submittal data. ^PThe NPRM also proposes procedures for planning and operating a program to make work activities available to Tribal members. Funds for this program are available to Indian tribes and Alaska Native organizations that operated a Job Opportunities and Basic Skills Training (JOBS) program in fiscal year 1995. This Tribal work activities program is called the Native Employment Works (NEW) Program.",Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 286; 45 CFR 287,42 USC 612,No,,,,,,,"John,Bushman,Director, Division of Tribal Services,0970,Administration for Children and Families,ACF,202 401-2418,jbushman@acf.dhhs.gov,Office of Community Services, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 02/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB79,0970,Administration for Children and Families,0900,Department of Health and Human Services,Bonus to Reward Decrease in Out-of-Wedlock Birth Ratio,"This regulation specifies, for each bonus year, the requirements that eligible States must meet to receive grants from the Secretary for reducing their out-of-wedlock birth ratios. The regulation specifies the amount of grant, defines ""eligible States,"" and gives the appropriate years for the grant.",Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 283,42 USC 603,No,,,,,,,"Kelleen,Kaye,Office of the Assistant Secretary for Planning and Evaluation,0970,Administration for Children and Families,ACF,202 401-6634,kkaye@osaspe.dhhs.gov,200 Independence Avenue SW.,Washington,DC,20201",,,,,,,,NPRM; 01/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB82,0970,Administration for Children and Families,0900,Department of Health and Human Services,Case Closure,This NPRM proposes to amend regulations governing the case closure process in the child support enforcement program.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 303.11,42 USC 651 to 658; 42 USC 660; 42 USC 663; 42 USC 664; 42 USC 666; 42 USC 667; 42 USC 1302; 42 USC 1396a(a)(25); 42 USC 1396(d)(2); 42 USC 1396b(o); 42 USC 1396b(p); 42 USC 1396(k),No,,,,,,,"Elizabeth,Matheson,C.,Director, Policy and Planning Division,0970,Administration for Children and Families,ACF,202 401-9386,bmatheson@acf.hhs.gov,Office of Child Support Enforcement, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 12/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB83,0970,Administration for Children and Families,0900,Department of Health and Human Services,Refugee Resettlement Program: Responding and Conforming to TANF Replacing AFDC,This regulation will revise refugee resettlement program regulations to respond and conform to the Temporary Assistance to Needy Families (TANF) program replacing the Aid to Families with Dependent Children (AFDC) program.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 400,8 USC 1522(a)(9),No,,,,,,,"Gayle,Smith,Division of Refugee Self-Sufficiency,0970,Administration for Children and Families,ACF,202 401-9250,370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 06/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB85,0970,Administration for Children and Families,0900,Department of Health and Human Services,Child Support Non-Performance Penalty,This regulation will implement the requirements in section 409(a) (8) of the Social Security Act which provides for a a penalty of 1 percent to 5 percent of a State's Temporary Assistance for Needy Families (TANF) funds if the Secretary of HHS determines that the State failed to meet the paternity establishment percentages or other performance measures established by the Secretary.,"Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 305,42 USC 609(a)(8),No,,,,,,,"Elizabeth,Matheson,C.,Director, Policy and Planning Division,0970,Administration for Children and Families,ACF,202 401-9386,bmatheson@acf.hhs.gov,Office of Child Support Enforcement, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 08/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB86,0970,Administration for Children and Families,0900,Department of Health and Human Services,Child Abuse and Neglect Prevention and Treatment,To amend current regs to reflect statutory changes in the CAPTA Amendments of 1996.,"Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 1340,42 USC 5101 et seq,Yes,,,,,,,"Emily,Cooke,Acting Director, National Center on Child Abuse and Neglect,0970,Administration for Children and Families,ACF,202 205-8709,ecooke@acf.dhhs.gov,CB OCAN, Switzer Building, Room 2106, 330 C Street SW.,Washington,DC,20201",,,,,,,,NPRM; 03/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB87,0970,Administration for Children and Families,0900,Department of Health and Human Services,Head Start Appeal Timelines,This proposed amendment to part 1303 will provide timelines for conducting administrative hearings on adverse actions taken against Head Start agencies.,"Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 1303,42 USC 9801 et seq,Yes,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",,,,,,,,NPRM; 06/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199710,0970-AB88,0970,Administration for Children and Families,0900,Department of Health and Human Services,Title IV-B Planning Requirements for Tribes,"This NPRM will revise the title IV-B, subpart 1, planning requirements to make the plans more accurately reflect of the amount of funding available to the Indian Tribes/Tribal Organizations through the program.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 1356; 45 CFR 1357,42 USC 628; 42 USC 629,Yes,,,,,,,"Paul,Blatt,Child Welfare Specialist, Children's Bureau,0970,Administration for Children and Families,ACF,202 205-8324,DHHS ACF/ACYF, P.O. Box 1182,Washington,DC,20013",,,,,,,,NPRM; 06/00/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
